,0,text,2,toxic
1892,facebook_corpus_msr_400221,"Pakistan Army did not commit any ceasefire violation on line of control or a BAT action in Buttal sector (  Indian Krishna Ghatti Sector )as alleged by India. Indian blame of mutilating Indian soldiers' bodies are also false. 
Pakistan Army is a highly professional force and shall never disrespect a soldier even Indian.",NAG,0
1896,facebook_corpus_msr_400282,"http://postcard.news/must-read-world-economic-forum-releases-survey-indian-media-results-shameful/
Indian media spoiling faith of people,as we know Indian media qualitatively failed....",NAG,0
1898,facebook_corpus_msr_1614042,Live imagination,NAG,0
1905,facebook_corpus_msr_481638,Is the cyrus mistry tata fight a gimmick to pull the markets down,NAG,0
1906,facebook_corpus_msr_437368,world wants a extinguisher for the fire created yesterday ...,NAG,0
1909,facebook_corpus_msr_424304,from the healthy to the patient??  I mean patient of which disease???,NAG,0
1916,facebook_corpus_msr_323680,One most certainly has to know Avant-garde and what the Met Gala is all about.,NAG,0
1917,facebook_corpus_msr_483431,"Wow partap, u r the guys who politicise corporate happenings.",NAG,0
1919,facebook_corpus_msr_422641,sonia is only bothered about her pay ... who cares for poor investors,NAG,0
1921,facebook_corpus_msr_417582,Guys..its a mukesh ambani channel..its a lie..they only have 1.6cr customers,NAG,0
1926,facebook_corpus_msr_407610,I came to know from credible sources that he is already dead and he is kept on ventilator for past one week .,NAG,0
1927,facebook_corpus_msr_395544,Is sarad jadav is  fit  for President post? I doubt if true then most  of Indians  will introspect  that in poltics  all is well.about present incubmant  Wii not good choice????,NAG,0
1928,facebook_corpus_msr_2089833,"New Delhi: Jitu Rai, Heena Sidhu Delighted After Clinching Gold In 10-Metre Air Pistol Event At ISSF World Cup",NAG,0
1929,facebook_corpus_msr_431244,"Don't understand people mentality .. to comment about the Own country and Own Respectable PM ,",NAG,0
1931,facebook_corpus_msr_490265,How is Electric Power ipo ..Will it give good return..Want to know ur views ..,NAG,0
1932,facebook_corpus_msr_488743,Porinju is saying e governance companies are inflection point any idea about the same ?,NAG,0
1933,facebook_corpus_msr_399581,We are proud of you Sir..Hope Army/BSF takes revenge without GOI's permission,NAG,0
1935,facebook_corpus_msr_1614031,Excellent movie 👍,NAG,0
1936,facebook_corpus_msr_470017,"25lkh cr is d GDP loss every day nationwide. and India is getting sanitized. 
wowww",NAG,0
1942,facebook_corpus_msr_495561,I think the Shahs - Hyderabad should expand in sports now. Build and support budding athletes. :D,NAG,0
1944,facebook_corpus_msr_2111207,"Whatever d situation  We must Just say always.  Oh almighty God Heavenly Father we pray to bless & protect all d innocent suffering & persecution facing victims especially minority Christian throughout Each & every villages,towns, cities & states in every countries around d  world that every innocent Christians may overcome dangers & fears of life in d name of lord Jesus Christ Amen & god will do d rest",NAG,0
1946,facebook_corpus_msr_417013,Stay with a difference !! POD that's something new .. like really new !! Priyank Bhardwaj u can not miss the action 😊,NAG,0
1948,facebook_corpus_msr_439536,Money holders are making money.. what about those who have some desires but lack of resources...???,NAG,0
1954,facebook_corpus_msr_487795,"thanks Reema for answering on WOCKHARDT..can you comment on WELSPUN INDIA, GATI?",NAG,0
1955,facebook_corpus_msr_1521914,More than 80% keralites like to eat beef...,NAG,0
1957,facebook_corpus_msr_415682,What about banking stocks .... will bank nifty will correct..?,NAG,0
1958,facebook_corpus_msr_1493919,Congratulations !! INDIA <3,NAG,0
1961,facebook_corpus_msr_331214,"So according to you it's communal only when Muslims are dead. Other innocent's lives doesn't matter? That's not communal? Dalits are one of those who consumes most meat. Can we see it as communal now after tagging ""Dalit card"" here?",NAG,0
1968,facebook_corpus_msr_1956901,"Also Wasim Hassan, show me the proof where he called for Rape.",NAG,0
1969,facebook_corpus_msr_495502,This seems like there is nothing for war heroes of our country who give there lives for the countries who leave there family crying behind for motherland ..😪😪,NAG,0
1970,facebook_corpus_msr_1945589,Who is this man by the way IE?,NAG,0
1974,facebook_corpus_msr_322289,why dis defence minister not doing any thing for themm ??? why  tey r stting back put there hand cut,NAG,0
1976,facebook_corpus_msr_482250,Nice job in a while ago but never the best of my favorite part is a very long day at a very long day for you are interested please send us your requirements with you to see the status is a great,NAG,0
1977,facebook_corpus_msr_483812,Mr Roongta ... Gold should be part of the portfolio of Indian NOT because of the 'social use' BUT because for an INDIAN household gold is the ONLY asset to diversify against the Rupee/Depreciation RISKS,NAG,0
1978,facebook_corpus_msr_1525101,Throwing stones at soldiers and manhandling them while in uniform cannot be tolerated.  The soldiers in uniform represent the supremacy of the nation and they deserve to be respected and regarded citizen,NAG,0
1980,facebook_corpus_msr_507150,"When a pongy scheme (chit fund) is launched it always assures of higher return than normal ,even they repay for few initial customers to gain confidence , then when they acquire a big amount they close shop . The modus operandi is simply to cash on people's greed.
 Similarly in this case also no matter how good marketing and business acumen one have , its not feasible to sell a product at 1/10th of its price .
The catch over here is that delivery will be after 4 months , who knows if its a strategy to collect as much money and then close .",NAG,0
1981,facebook_corpus_msr_1805250,"Anna is a political novice,& ignorant of realities behind public postures on Modiji.",NAG,0
1984,facebook_corpus_msr_425173,"Please tell about 
Carbodrum universal
Intellect design arena
Jp assc
Either one please suggest",NAG,0
1986,facebook_corpus_msr_451862,CC never defined Royal Enfield. Its just the best nd no thinks of competing,NAG,0
1988,facebook_corpus_msr_2161185,Inspiring!,NAG,0
1989,facebook_corpus_msr_431229,The best pm the best leader for india...he needs our support. He will deliver. God bless india!,NAG,0
1990,facebook_corpus_msr_430210,I m unable 2 hear the sound is there any prblm with the video ??,NAG,0
1993,facebook_corpus_msr_420063,Working with amara raja co.aa a dealer for powerzone battery in ghaziabad u.p. since jan 2013. Feel proud to work with this co.,NAG,0
1994,facebook_corpus_msr_495581,1 love from my side for both and all the players,NAG,0
1997,facebook_corpus_msr_434118,"nothing can win you ,unless you are not defeated by your own mind ...come on boys lets rock",NAG,0
1999,facebook_corpus_msr_473601,what is the need of 2000 Rs notes if you really want to stop curruption,NAG,0
2001,facebook_corpus_msr_323672,And people who don't even know what the Met Gala is are commenting. Seriously!,NAG,0
2007,facebook_corpus_msr_2414144,I like his that gesture!! Like om,NAG,0
2008,facebook_corpus_msr_470319,"wOULD BE NICE IF YOUNG GENERATION ON THE PANEL DISCUSSION, IN STEAD OF POLITICAL PARTIES .. COMMON MAN CAN UNDERSTAND THE EFFECT THE STEP...",NAG,0
2009,facebook_corpus_msr_421458,All ministries keenly planning a multi-model logistics park: Nitin Gadkari,NAG,0
2011,facebook_corpus_msr_1827729,Great Post  :* Indian Express,NAG,0
2012,facebook_corpus_msr_1907056,Fake,NAG,0
2013,facebook_corpus_msr_472931,SIR I AM VERY PROUD THAT SH. MODI IS OUR P.M.,NAG,0
2016,facebook_corpus_msr_443473,is it the good time to buy JSW steels share?,NAG,0
2019,facebook_corpus_msr_2073034,They were the customers,NAG,0
2021,facebook_corpus_msr_416990,Hope the apex court sticks to its earlier ruling and strikes down the latest move of the central govt. to make it mandatory for each and every individual.,NAG,0
2022,facebook_corpus_msr_1600560,The video had gone viral on social media platforms in November last year.,NAG,0
2024,facebook_corpus_msr_233736,Better not to join forces now...feeling shame nd trapped,NAG,0
2026,facebook_corpus_msr_416582,Very valuable and informative platform to share the ideas and in order to explore better possibilities in the field of Natural Resources.,NAG,0
2030,facebook_corpus_msr_404662,He has iron leg.  May be Sonia Gandhi is thinking to shift him to  MP.  Congress will never win elections in  MP.,NAG,0
2033,facebook_corpus_msr_468985,"USD,US Bond yield,Stocks,IntrestRate in US they all are going up together. Why is this hapenning and how long will this continue?",NAG,0
2037,facebook_corpus_msr_463114,"Well written specially..""drama and disruption don’t help economies grow. Economies grow when you put more children in school, improve the quality of teachers, boost public health and create an economy that is based on competition and meritocracy. There are no short cuts to growth and equity.""",NAG,0
2038,facebook_corpus_msr_427863,Should ONGC be bought at this level??  What could be the long term target??,NAG,0
2041,facebook_corpus_msr_502859,sterling performance of his predecessor has left me speech less ....let me find my rhythm to ask !!!,NAG,0
2043,facebook_corpus_msr_488736,Next Tuesday ... new governor will he go for a cut in rates ?,NAG,0
2044,facebook_corpus_msr_1818424,Do some introspect and visit some of the BJP IT cells..,NAG,0
2046,facebook_corpus_msr_327011,"Twitter is not India! See the grassroots, people are crying and dying! The mirage of something 'better is coming up' will also break soon!",NAG,0
2057,facebook_corpus_msr_325800,It's not Debate time.. It's time  for action ...no space for diplomacy action .but for militarely action..,NAG,0
2058,facebook_corpus_msr_2159071,"#Breaking

E Palaniswami has won the trust vote",NAG,0
2059,facebook_corpus_msr_398021,Yes very true i am also dissatisfied customer of airtel,NAG,0
2060,facebook_corpus_msr_492564,"Congrat  Mr. patel , the present Governor of Reserve Bank of India.....",NAG,0
2062,facebook_corpus_msr_438045,According to him demonetization is quantitative easing... could very well stimulate economy sooner ! Jay,NAG,0
2063,facebook_corpus_msr_464510,It's true that for this step government was not fully prepared.,NAG,0
2065,facebook_corpus_msr_461156,Sankeerth Kadiyala Sushanth Chandra watch this guy! This guy is the real future of this country. Such high level IQ.wah,NAG,0
2066,facebook_corpus_msr_1692674,45 is also too much.,NAG,0
2079,facebook_corpus_msr_440777,"Really DTAA will force to tax evader in trouble for capital gains on investment , excellent and positive measure for Growth and protection of corruption too",NAG,0
2080,facebook_corpus_msr_495525,IT's about finding unique career field. Will be good career choice ?Inspiration for the youth of India.,NAG,0
2081,facebook_corpus_msr_472753,Miksau Sen  stay away from markets till January 2017. Then buy at lower levels. Stay invested till 3 years,NAG,0
2082,facebook_corpus_msr_426315,"Feel proud to b Indian, lead the globe Best of luck",NAG,0
2095,facebook_corpus_msr_439520,"Do you have enough infrastructure and able people to stop hacking and other tech related crimes? Without preparation you have seen results of demonisation, are you prepared to go digital?",NAG,0
2103,facebook_corpus_msr_434469,If u want in detail ask a paint shop owners,NAG,0
2105,facebook_corpus_msr_418969,Good administration skills to do any thing in any economical conditions also,NAG,0
2107,facebook_corpus_msr_327996,Actions needed other than fooling this nation thru communal polarisation. .,NAG,0
2109,facebook_corpus_msr_348753,Our soldiers are sacrificing their life for our nation and our national party is celebrating do u not feel necessary to postpone this event in respect of our brave soldiers,NAG,0
2111,facebook_corpus_msr_1775234,just kep checkin on evm jumla will lose evrywhr,NAG,0
2114,facebook_corpus_msr_332714,There is something like go pro which is attached to helmets,NAG,0
2115,facebook_corpus_msr_1833387,To whom from we are fighting for freedom now ?,NAG,0
2116,facebook_corpus_msr_456107,Better to explain it would give competition to ktm duke.. not to royal Enfield...😂😁,NAG,0
